model,test,book,characters,errors,insertions,deletions,substitutions,arabic_count,arabic_missed
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,michigan_isl_ms_353,985,251,151,19,81,778,189
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,michigan_isl_ms_691_1,1207,131,46,30,55,993,72
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,michigan_isl_ms_943,788,80,34,9,37,652,61
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,national_library_of_israel_ms_ar_497,1886,153,93,25,35,1555,117
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,national_library_of_israel_ms_yah_ar_256,1071,110,56,17,37,899,84
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_garrett_no_1393Yy,1158,204,99,20,85,940,133
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_garrett_no_1856Y,1013,222,93,31,98,806,168
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_garrett_no_302b,1203,131,47,25,59,976,85
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_garrett_no_556h,1809,313,58,63,192,1484,226
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_garrett_no_900h,1177,136,65,12,59,942,104
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_isl_ms_garrett_no_131w,1214,325,197,32,96,951,244
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_isl_ms_garrett_no_1454y,1199,157,66,40,51,956,90
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_isl_ms_new_series_no_544,2212,457,235,71,151,1721,329
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_new_series_no_1010,1521,447,173,59,215,1246,338
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_new_series_no_1537,1239,146,70,27,49,1015,106
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_new_series_no_1715,1647,293,126,65,102,1351,185
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_new_series_no_202q_oversize,2064,349,193,37,119,1591,204
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,princeton_new_series_no_2030,843,143,38,31,74,709,105
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,rbsc_islam_ms_isl_0097,2235,410,200,67,143,1736,207
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,rbsc_ms_bw_ivanow_0157,1531,445,251,45,149,1185,317
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbb_glaser_96,1768,405,95,62,248,1460,309
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbb_sprenger_275,911,206,47,10,149,763,191
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_diez_a_quart_67,1608,302,94,68,140,1345,212
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_diez_a_quart_95,804,160,40,25,95,673,128
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_glaser_18,1677,276,106,31,139,1332,179
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_landberg_232,2088,120,32,20,68,1720,87
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_ms_or_fol_4181,2007,646,377,52,217,1608,502
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_ms_or_oct_265,1609,315,199,36,80,1302,239
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_ms_or_oct_38,1728,334,214,43,77,1377,232
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_ms_or_quart_98,1860,157,48,34,75,1544,110
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_petermann_ii_446,1584,130,41,26,63,1297,75
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_schoemann_v_5,1087,238,103,33,102,899,183
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_wetzstein_ii_1114,2236,323,116,44,163,1844,263
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_wetzstein_ii_1689,,,,,,,
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_wetzstein_ii_1704,2267,234,82,50,102,1863,156
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,sbzb_wetzstein_ii_289,1343,199,48,17,134,1118,169
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,slub_mscr_dresd_ea_84,,,,,,,
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,tubingen_ma_vi_30,1436,223,109,24,90,1169,163
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,tubingen_ma_vi_42,1488,174,61,35,78,1245,126
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,tubingen_ma_vi_83,2075,129,34,25,70,1724,98
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,tubingen_ma_vii_132,794,164,65,28,71,637,107
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,tubingen_ma_vii_72,1179,194,37,54,103,996,125
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,tubingen_ma_viii_106,1361,188,75,32,81,1160,149
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,tuebingen_ma_vi_141,1202,208,64,34,110,984,163
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,uppsala_o_vet_60,524,138,36,37,65,446,91
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,vieac_10314,718,692,690,0,2,583,560
pdf-gen2-print-n7m5-union-ft_best,aocp_ms_eval,vieac_8056v,673,476,375,9,92,533,381
pdf-print-n7m5-level-print-ft_best,acdc_mss,akdi_01707,19228,2627,768,468,1391,15761,1907
pdf-print-n7m5-level-print-ft_best,acdc_mss,altiparmak_efendi_hristiyanlik_ve_paul_hakkin,,,,,,,
pdf-print-n7m5-level-print-ft_best,acdc_mss,bibliotheque_nationale_de_france_departement_des_manuscrits_arabe_5267,3622,695,344,102,249,2899,411
pdf-print-n7m5-level-print-ft_best,acdc_mss,bibliotheque_nationale_de_france_departement_des_manuscrits_arabe_5341,14534,2391,1027,402,962,11902,1554
pdf-print-n7m5-level-print-ft_best,acdc_mss,bibliotheque_nationale_de_france_departement_des_manuscrits_persan_242,1992,839,478,65,296,1550,633
pdf-print-n7m5-level-print-ft_best,acdc_mss,bibliotheque_nationale_de_france_departement_des_manuscrits_persan_334,2521,616,300,104,212,2039,423
pdf-print-n7m5-level-print-ft_best,acdc_mss,bibliotheque_universitaire_des_langues_et_civilisations_paris_ms_ara_69,4604,1596,1169,65,362,3048,490
pdf-print-n7m5-level-print-ft_best,acdc_mss,bibliotheque_universitaire_des_langues_et_civilisations_paris_ms_pers_16,3071,924,493,117,314,2437,667
pdf-print-n7m5-level-print-ft_best,acdc_mss,bibliotheque_universitaire_des_langues_et_civilisations_paris_ms_pers_21,,,,,,,
pdf-print-n7m5-level-print-ft_best,acdc_mss,bnf_arabe_5453,3800,651,187,133,331,3181,470
pdf-print-n7m5-level-print-ft_best,acdc_mss,bnf_arabe_5741,1287,395,171,52,172,1067,303
pdf-print-n7m5-level-print-ft_best,acdc_mss,bnf_arabe_6246,1227,583,184,99,300,1031,452
pdf-print-n7m5-level-print-ft_best,acdc_mss,bnf_arabe_6329,4972,1568,867,166,535,4210,1288
pdf-print-n7m5-level-print-ft_best,acdc_mss,bnf_arabe_6575,1553,763,489,44,230,1318,668
pdf-print-n7m5-level-print-ft_best,acdc_mss,bnf_arabe_6675,2421,409,203,45,161,1961,274
pdf-print-n7m5-level-print-ft_best,acdc_mss,bnf_arabe_6859,1254,188,88,25,75,1000,94
pdf-print-n7m5-level-print-ft_best,acdc_mss,bnf_arabe_6983,963,414,249,39,126,828,337
pdf-print-n7m5-level-print-ft_best,acdc_mss,bnf_ms_persan_270,6467,3080,1869,153,1058,5169,2513
pdf-print-n7m5-level-print-ft_best,acdc_mss,bnf_persan_271,3150,1914,1499,26,389,2478,1577
pdf-print-n7m5-level-print-ft_best,acdc_mss,bodleian_library_ms_ouseley_add,4846,2724,2138,69,517,3566,1911
pdf-print-n7m5-level-print-ft_best,acdc_mss,bryn_mawr_bv_50,2941,1502,1076,65,361,2329,1226
pdf-print-n7m5-level-print-ft_best,acdc_mss,bulac_ms_pers_113,5113,1254,516,236,502,4061,750
pdf-print-n7m5-level-print-ft_best,acdc_mss,bulac_ms_pers_13,1786,748,461,68,219,1449,592
pdf-print-n7m5-level-print-ft_best,acdc_mss,cod_arab_114,1005,226,97,22,107,845,176
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bne_arabe_5363_41_49,4759,1185,399,220,566,3845,673
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bnf_arabe_1209_2r_109r,49889,11466,3869,2062,5535,40672,6450
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb__codarab_230_164r_164v,764,223,115,29,79,606,132
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_139v_141v,3454,658,218,154,286,2760,318
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_126r_126v,774,156,46,27,83,620,92
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_126v,663,164,90,28,46,543,97
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_126v_127v,2119,509,194,97,218,1664,231
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_143v_144v,1847,413,120,86,207,1478,237
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_144v_146r,3030,742,231,187,324,2418,372
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_146r_147v,2447,614,201,159,254,1942,291
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_148r,761,169,47,50,72,600,82
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_150r_151r,1879,417,158,63,196,1506,255
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_151r_152v,2894,595,219,126,250,2251,290
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_154r_155r,3106,861,347,115,399,2346,415
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_155v,671,229,72,45,112,532,126
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_155v_156r,648,142,47,22,73,523,94
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_156r_159r,4383,1017,397,157,463,3407,546
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_160r_160v,2834,917,453,99,365,2116,474
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_161v_162v,1956,628,216,73,339,1527,412
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_163r_164r,1991,547,135,172,240,1578,271
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_164r,268,60,14,10,36,213,37
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_164v,416,96,32,14,50,333,63
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_165r,905,251,93,29,129,698,139
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_40v_42r,2513,576,205,106,265,1990,317
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_78v_79v,1702,325,114,53,158,1347,178
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_bsb_codarab_230_80v_81r,655,134,55,19,60,518,64
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_princeton_garrett_no_371b_61v-57r,2398,697,359,75,263,2003,528
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_landberg_212_122v_126v,2993,859,531,54,274,2282,446
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_lbg_210_220v_229v,5373,986,470,134,382,4289,473
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_oroct224_145v_146v,844,190,91,24,75,666,96
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_oroct_162_103v_104r,556,209,97,18,94,439,148
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_oroct_224_123v126v,2002,491,276,33,182,1549,274
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_oroct_224_126v135v,5433,1447,758,106,583,4276,864
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_oroct_224_136r_137v,1150,216,126,14,76,894,104
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_oroct_224_146v_149v,1579,343,200,21,122,1214,170
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_38r_4,3110,611,410,51,150,2454,290
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_43r_4,1895,455,270,50,135,1478,226
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_46r_4,1691,344,215,31,98,1312,156
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_48v_4,391,109,75,12,22,307,52
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_70v_7,1873,404,240,25,139,1431,176
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_vatican_ar1342_103r_118r,6307,1094,325,215,554,5408,774
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_vatican_ar1342_11v_13r,917,236,117,33,86,716,130
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_vatican_ar1342_14r_15v,846,227,91,33,103,663,112
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_vatican_ar1342_17r_20r,1974,395,169,69,157,1585,176
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_vatican_ar1342_20v_33r,5825,1490,706,184,600,4531,725
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_vatican_ar1342_3r_6v,1816,363,159,59,145,1451,175
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_vatican_ar1342_6v_8v,1131,273,100,54,119,906,140
pdf-print-n7m5-level-print-ft_best,acdc_mss,druze_vatican_ar1342_9r_11v,1331,300,145,40,115,1050,131
pdf-print-n7m5-level-print-ft_best,acdc_mss,fatih_2553,3914,588,203,120,265,3272,427
pdf-print-n7m5-level-print-ft_best,acdc_mss,hafiz_divan_umich_ms_319,7029,4942,4066,30,846,5600,4156
pdf-print-n7m5-level-print-ft_best,acdc_mss,leipzig_b_or_156_01,3329,737,290,115,332,2815,570
pdf-print-n7m5-level-print-ft_best,acdc_mss,leipzig_b_or_252,4959,1325,672,145,508,4176,1067
pdf-print-n7m5-level-print-ft_best,acdc_mss,leipzig_ms_gabelentz_60,5431,691,323,112,256,4390,351
pdf-print-n7m5-level-print-ft_best,acdc_mss,leipzig_vollers_121,2571,1012,633,77,302,2196,843
pdf-print-n7m5-level-print-ft_best,acdc_mss,leipzig_vollers_879,35836,4051,1298,1021,1732,29997,2727
pdf-print-n7m5-level-print-ft_best,acdc_mss,lewis_o_27,8289,1937,909,211,817,6605,1263
pdf-print-n7m5-level-print-ft_best,acdc_mss,lewis_o_75,,,,,,,
pdf-print-n7m5-level-print-ft_best,acdc_mss,library_of_congress_pk6450,3497,1593,894,191,508,2819,1219
pdf-print-n7m5-level-print-ft_best,acdc_mss,ms_gabelentz_52,1747,147,55,28,64,1465,103
pdf-print-n7m5-level-print-ft_best,acdc_mss,nat_lib_israel_ms_ar_4,1183,254,113,50,91,950,156
pdf-print-n7m5-level-print-ft_best,acdc_mss,national_library_of_israel_ms_yahya_ar_862,2686,685,254,81,350,2243,543
pdf-print-n7m5-level-print-ft_best,acdc_mss,princeton_garrett_no_1000y,625,232,123,29,80,521,189
pdf-print-n7m5-level-print-ft_best,acdc_mss,princeton_garrett_no_1356y,2382,509,198,86,225,1991,355
pdf-print-n7m5-level-print-ft_best,acdc_mss,princeton_garrett_no_1585y,1095,274,97,26,151,893,202
pdf-print-n7m5-level-print-ft_best,acdc_mss,princeton_islamic_manuscripts_garett_no_62,2455,1957,1830,7,120,1846,1491
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_glaser_132,1276,156,73,16,67,1078,120
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_glaser_133,1022,223,117,18,88,859,188
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_glaser_33,23177,2480,974,612,894,18726,1071
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_hs_or_13940,1127,443,190,56,197,952,353
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_hs_or_14189,1987,319,146,30,143,1608,214
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_hs_or_14190,2906,873,366,124,383,2363,685
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_hs_or_14192,1805,330,144,54,132,1450,194
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_hs_or_14194,1884,328,141,31,156,1511,216
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_hs_or_14299,1781,261,127,22,112,1439,169
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_hs_or_14308,1078,155,78,12,65,855,88
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_hs_or_14309,2452,592,189,88,315,2021,454
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_hs_or_8524,1037,246,115,29,102,850,178
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_hs_or_9772,1878,360,191,17,152,1503,234
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_landberg_97,2608,275,102,71,102,2107,133
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_ms_or_fol_215,7017,1729,519,403,807,5851,1216
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_ms_or_fol_913,,,,,,,
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_ms_or_oct_1228,1750,1004,711,32,261,1458,838
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_ms_or_oct_1790,1488,334,146,50,138,1233,252
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_ms_or_oct_241,1213,357,86,59,212,1012,257
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_ms_or_oct_372,1868,385,168,48,169,1510,254
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_ms_or_oct_952,3231,2258,1961,30,267,2374,1628
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_wetzstein_i_148,2905,492,238,55,199,2359,301
pdf-print-n7m5-level-print-ft_best,acdc_mss,sbzb_wetzstein_ii_1717,3095,393,149,66,178,2613,306
pdf-print-n7m5-level-print-ft_best,acdc_mss,staatsbibliotek_zu_berlin_hs_or_8330,26,13,2,6,5,21,6
pdf-print-n7m5-level-print-ft_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or,3847,2852,2580,11,261,2863,2132
pdf-print-n7m5-level-print-ft_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or_14071,2550,1188,814,87,287,2053,947
pdf-print-n7m5-level-print-ft_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or_8299,1768,660,385,73,202,1420,486
pdf-print-n7m5-level-print-ft_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or_9821,3186,1343,797,97,449,2550,1067
pdf-print-n7m5-level-print-ft_best,acdc_mss,szb_landberg_83,4959,508,161,114,233,4139,325
pdf-print-n7m5-level-print-ft_best,acdc_mss,u_penn_cajs_rar_ms_207,2310,767,393,95,279,1782,485
pdf-print-n7m5-level-print-ft_best,acdc_mss,u_penn_ljs_387,6469,1646,613,221,812,5361,1301
pdf-print-n7m5-level-print-ft_best,acdc_mss,u_penn_ms_codex_44,1132,168,52,22,94,944,125
pdf-print-n7m5-level-print-ft_best,acdc_mss,university_of_michigan_isl_ms_12,8972,1314,361,339,614,7479,886
pdf-print-n7m5-level-print-ft_best,acdc_mss,university_of_michigan_isl_ms_22,10429,2432,762,366,1304,8588,1834
pdf-print-n7m5-level-print-ft_best,acdc_mss,university_of_michigan_isl_ms_251,3278,933,416,60,457,2727,791
pdf-print-n7m5-level-print-ft_best,acdc_mss,university_of_michigan_isl_ms_28,2158,552,275,64,213,1820,430
pdf-print-n7m5-level-print-ft_best,acdc_mss,university_of_michigan_isl_ms_308,2815,983,641,79,263,2261,775
pdf-print-n7m5-level-print-ft_best,acdc_mss,university_of_michigan_isl_ms_31,3797,2169,1734,57,378,2924,1663
pdf-print-n7m5-level-print-ft_best,acdc_mss,university_of_michigan_isl_ms_40,5580,2574,1324,208,1042,4466,2071
pdf-print-n7m5-level-print-ft_best,acdc_mss,university_of_michigan_isl_ms_509,3558,571,226,75,270,2923,381
pdf-print-n7m5-level-print-ft_best,acdc_mss,university_of_michigan_isl_ms_895,2528,973,512,116,345,2028,748
pdf-print-n7m5-level-print-ft_best,acdc_mss,walters_museum_of_art_w_617,2235,892,528,90,274,1811,703
pdf-print-n7m5-level-print-ft_best,acdc_mss,walters_museum_of_art_w_619,1699,896,598,65,233,1363,717
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,astan_quds_5643,3823,977,270,90,617,3118,791
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,bl_arundel_or_41,1108,491,188,97,206,850,279
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,bnf_supplement_turc_984,1349,608,230,95,283,1088,442
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,bsb_cod_arab_1071,839,275,52,38,185,692,217
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,bsb_cod_arab_463,2480,197,49,54,94,2053,114
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,chester_beatty_ar_3838,820,344,148,18,178,666,282
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,columbia_ms_or_150,1171,313,219,34,60,957,198
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,columbia_ms_or_26,1343,312,156,17,139,1061,232
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,forschungsbibliothek_gotha_ms_orient_a_102,1873,548,214,84,250,1547,429
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,gotha_ms_orient_a_1632,1063,177,49,28,100,902,136
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,gotha_ms_orient_a_2435,669,140,23,28,89,561,102
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,gotha_ms_orient_p_35,2660,815,265,141,409,2050,538
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,heidelberg_cod_orient_148,671,114,45,9,60,552,89
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,jarring_prov_2,123,59,23,7,29,95,38
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,jarring_prov_36,136,85,60,3,22,115,73
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,leiden_or_775,513,221,71,36,114,444,172
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,leiden_university_or_1094,569,213,118,16,79,469,169
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,leipzig_b_or_230b,1407,306,114,38,154,1153,238
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,leipzig_cod_turc_104,3490,696,308,176,212,3010,486
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,leipzig_vollers_110,1307,236,49,46,141,1090,179
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,leipzig_vollers_226,1787,316,136,52,128,1425,155
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,leipzig_vollers_393,717,87,37,11,39,601,63
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,leipzig_vollers_656,967,276,151,26,99,809,221
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,leipzig_vollers_659,1119,290,136,28,126,897,212
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,leipzig_vollers_686,1738,241,92,29,120,1438,188
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,leipzig_vollers_778,1302,282,49,64,169,1091,202
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,leipzig_vollers_832,1302,418,112,63,243,1089,331
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,mcgill_manuscript_40,1411,232,71,34,127,1178,189
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,michigan_isl_ms_193,1743,468,243,37,188,1444,394
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,michigan_isl_ms_353,985,389,241,15,133,778,307
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,michigan_isl_ms_691_1,1207,220,83,38,99,993,148
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,michigan_isl_ms_943,788,148,51,19,78,652,115
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,national_library_of_israel_ms_ar_497,1886,282,149,32,101,1555,218
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,national_library_of_israel_ms_yah_ar_256,1071,199,78,24,97,899,164
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_garrett_no_1393Yy,1158,279,122,27,130,940,198
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_garrett_no_1856Y,1013,299,104,47,148,806,217
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_garrett_no_302b,1203,332,120,54,158,976,233
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_garrett_no_556h,1809,430,93,97,240,1484,301
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_garrett_no_900h,1177,259,94,17,148,942,216
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_isl_ms_garrett_no_131w,1214,484,247,31,206,951,392
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_isl_ms_garrett_no_1454y,1199,257,111,31,115,956,185
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_isl_ms_new_series_no_544,2212,809,432,48,329,1721,628
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_new_series_no_1010,1521,567,224,61,282,1246,449
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_new_series_no_1537,1239,259,139,23,97,1015,207
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_new_series_no_1715,1647,355,142,52,161,1351,263
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_new_series_no_202q_oversize,2064,547,279,50,218,1591,362
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,princeton_new_series_no_2030,843,146,38,22,86,709,114
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,rbsc_islam_ms_isl_0097,2235,590,257,71,262,1736,375
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,rbsc_ms_bw_ivanow_0157,1531,566,327,24,215,1185,432
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,sbb_glaser_96,1768,582,171,84,327,1460,434
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,sbb_sprenger_275,911,313,111,24,178,763,275
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,sbzb_diez_a_quart_67,1608,391,128,59,204,1345,300
pdf-print-n7m5-level-print-ft_best,aocp_ms_eval,sbzb_diez_a_quart_95,804,164,42,10,112,673,152
